date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-05-20,sz.300750,150.0000,155.4000,149.0100,149.3000,143.2600,32969279,5027432242.2700,3,2.741500,1,4.216100,0
2020-05-21,sz.300750,151.8100,153.5500,146.5800,147.4600,149.3000,15487607,2328717775.5000,3,1.287900,1,-1.232400,0
2020-05-22,sz.300750,146.6200,146.8600,141.0000,142.8100,147.4600,14817295,2127136883.1100,3,1.232100,1,-3.153400,0
2020-05-25,sz.300750,142.6800,144.4100,140.5500,144.3000,142.8100,10378205,1482241104.4300,3,0.863000,1,1.043300,0
2020-05-26,sz.300750,145.7700,150.4100,145.2000,150.0300,144.3000,17486531,2596292602.2800,3,1.454100,1,3.970900,0
2020-05-27,sz.300750,149.9600,155.0000,149.9000,151.5000,150.0300,18104917,2763780108.4700,3,1.505500,1,0.979800,0
2020-05-28,sz.300750,149.9900,150.9000,143.5000,147.8400,151.5000,17424709,2553996974.3500,3,1.448900,1,-2.415800,0
2020-05-29,sz.300750,147.0000,147.8300,144.5000,145.5300,147.8400,14142791,2060033605.2400,3,1.176000,1,-1.562500,0
2020-06-01,sz.300750,147.4700,153.0300,146.3600,150.9500,145.5300,15176562,2284037537.3700,3,1.262000,1,3.724300,0
2020-06-02,sz.300750,154.0000,154.8900,146.9800,149.4600,150.9500,13703028,2055312032.7900,3,1.139500,1,-0.987100,0
2020-06-03,sz.300750,150.0000,151.1200,147.8100,148.5000,149.4600,11363532,1693882301.3300,3,0.944900,1,-0.642300,0
2020-06-04,sz.300750,149.8000,154.1300,148.6000,150.0000,148.2800,13757396,2082248431.5700,3,1.144000,1,1.160000,0
2020-06-05,sz.300750,149.5500,151.3500,147.2600,151.2000,150.0000,9862700,1475831340.8700,3,0.820100,1,0.800000,0
2020-06-08,sz.300750,153.7400,154.5500,150.4600,151.4000,151.2000,10560379,1605995418.5900,3,0.878100,1,0.132300,0
2020-06-09,sz.300750,154.5000,155.9700,153.1000,153.9600,151.4000,15069925,2325730459.8600,3,1.253100,1,1.690900,0
2020-06-10,sz.300750,159.9000,159.9000,153.5000,156.6800,153.9600,19821016,3097487314.6000,3,1.648200,1,1.766700,0
2020-06-11,sz.300750,160.0000,170.0800,158.1300,163.9800,156.6800,36817709,6056179350.3900,3,3.061500,1,4.659200,0
2020-06-12,sz.300750,160.1800,162.5000,158.8800,159.3000,163.9800,25244551,4038133987.3900,3,2.099200,1,-2.854000,0
2020-06-15,sz.300750,156.2300,161.2600,155.5100,157.7000,159.3000,15945246,2526289032.8200,3,1.325900,1,-1.004400,0
2020-06-16,sz.300750,161.0000,163.2800,158.0100,160.0000,157.7000,13129741,2107390563.2200,3,1.091800,1,1.458500,0
2020-06-17,sz.300750,159.0400,160.5000,156.0100,157.8000,160.0000,12529134,1973464261.5800,3,1.041800,1,-1.375000,0
2020-06-18,sz.300750,157.8000,159.5700,156.0000,158.9500,157.8000,9656214,1526258395.5400,3,0.803000,1,0.728800,0
2020-06-19,sz.300750,159.9800,168.8000,159.1500,165.9000,158.9500,25019327,4137793351.6700,3,2.080500,1,4.372400,0
2020-06-22,sz.300750,165.7500,171.3000,164.5000,165.0000,165.9000,19041226,3191062036.8700,3,1.583400,1,-0.542500,0
2020-06-23,sz.300750,166.0000,169.1300,163.5200,168.8900,165.0000,15947506,2662217150.9800,3,1.326100,1,2.357600,0
2020-06-24,sz.300750,170.5200,173.5800,169.3000,171.5000,168.8900,14660407,2515400581.4200,3,1.219100,1,1.545400,0
2020-06-29,sz.300750,170.5000,172.5000,169.0100,171.0400,171.5000,11604049,1980641413.0400,3,0.946800,1,-0.268200,0
2020-06-30,sz.300750,173.0000,179.4700,173.0000,174.3600,171.0400,16251433,2849476587.9900,3,1.326000,1,1.941100,0
2020-07-01,sz.300750,178.5000,181.9000,167.8800,169.4000,174.3600,28657478,4991087872.7600,3,2.338300,1,-2.844700,0
2020-07-02,sz.300750,172.0000,172.1800,164.5100,167.2000,169.4000,27047963,4535545521.6200,3,2.206900,1,-1.298700,0
2020-07-03,sz.300750,170.0000,170.7400,167.0300,167.6000,167.2000,24026447,4054240060.7600,3,1.960400,1,0.239200,0
2020-07-06,sz.300750,168.2000,180.0000,167.5900,177.8000,167.6000,30715268,5324573165.3400,3,2.506200,1,6.085900,0
2020-07-07,sz.300750,188.0000,195.5800,187.5000,195.5800,177.8000,25360423,4915716571.7300,3,2.069200,1,10.000000,0
2020-07-08,sz.300750,197.9900,198.8200,189.9800,197.5700,195.5800,28889036,5645451323.9300,3,2.357200,1,1.017500,0
2020-07-09,sz.300750,197.0000,206.7700,196.0000,205.0200,197.5700,27903552,5622121400.9700,3,2.276700,1,3.770800,0
2020-07-10,sz.300750,202.9800,207.1600,200.6000,203.9000,205.0200,16829333,3436550911.7000,3,1.373200,1,-0.546300,0
2020-07-13,sz.300750,211.6000,224.2900,211.6000,224.1100,203.9000,30326879,6609862260.4200,3,2.474500,1,9.911700,0
2020-07-14,sz.300750,214.0000,220.7000,208.8600,215.9500,224.1100,33329626,7129824248.0000,3,2.719500,1,-3.641100,0
2020-07-15,sz.300750,219.0000,220.5700,202.1100,207.0300,215.9500,27435061,5785551114.4000,3,2.238500,1,-4.130600,0
2020-07-16,sz.300750,208.0000,212.8800,196.4000,196.7700,207.0300,27254968,5596500616.3500,3,2.223800,1,-4.955800,0
2020-07-17,sz.300750,197.0100,201.1800,188.0800,195.7000,196.7700,30378591,5903627257.0500,3,2.478700,1,-0.543800,0
2020-07-20,sz.300750,204.0900,211.1100,199.0900,205.3000,195.7000,28999908,5919664189.9600,3,2.366200,1,4.905500,0
2020-07-21,sz.300750,209.9900,209.9900,203.0000,207.0000,205.3000,18656592,3855792321.1000,3,1.522300,1,0.828100,0
2020-07-22,sz.300750,205.0000,211.1900,203.0300,207.8900,207.0000,19165779,3992449598.5900,3,1.563800,1,0.430000,0
2020-07-23,sz.300750,207.0000,215.5100,206.0000,213.5000,207.8900,25589954,5395410864.9500,3,2.088000,1,2.698500,0
2020-07-24,sz.300750,209.0000,209.9000,195.8500,198.6800,213.5000,34398314,6943402672.1800,3,2.806700,1,-6.941500,0
2020-07-27,sz.300750,198.0000,200.9800,189.9900,191.3000,198.6800,25155581,4870628815.6000,3,2.052500,1,-3.714500,0
2020-07-28,sz.300750,196.0500,200.5000,195.5100,197.5200,191.3000,20148990,3988264848.1400,3,1.644000,1,3.251400,0
2020-07-29,sz.300750,197.5200,205.0000,195.2700,204.1800,197.5200,18998583,3844683433.8500,3,1.550200,1,3.371800,0
2020-07-30,sz.300750,205.0000,206.9800,202.4000,205.3500,204.1800,14353072,2944644012.9000,3,1.171100,1,0.573000,0
2020-07-31,sz.300750,206.0000,215.3000,205.5000,212.1700,205.3500,20704980,4378422256.0400,3,1.689400,1,3.321200,0
2020-08-03,sz.300750,213.8800,215.8000,210.0500,215.6000,212.1700,15106133,3216865097.6400,3,1.232600,1,1.616600,0
2020-08-04,sz.300750,214.3000,222.9800,210.3200,210.6900,215.6000,19958062,4309494880.3600,3,1.628400,1,-2.277400,0
2020-08-05,sz.300750,210.7400,212.8000,206.5500,210.3500,210.6900,12730060,2664523682.8500,3,1.038700,1,-0.161400,0
2020-08-06,sz.300750,216.8800,217.8800,208.0000,211.5000,210.3500,14565688,3082282259.6000,3,1.188500,1,0.546700,0
2020-08-07,sz.300750,209.0000,214.3000,202.1100,204.2900,211.5000,18055246,3733669851.5100,3,1.473200,1,-3.409000,0
2020-08-10,sz.300750,204.2000,205.3000,198.0800,200.6800,204.2900,13078744,2629646475.4100,3,1.067100,1,-1.767100,0
2020-08-11,sz.300750,200.7500,204.6000,198.1300,198.4200,200.6800,12233213,2468198212.5900,3,0.998100,1,-1.126200,0
2020-08-12,sz.300750,199.9000,200.2600,188.2000,195.7300,198.4200,25272741,4855191798.7600,3,2.062100,1,-1.355700,0
2020-08-13,sz.300750,200.8000,201.9800,194.4700,195.9900,195.7300,13061210,2581164116.9100,3,1.065700,1,0.132800,0
2020-08-14,sz.300750,197.7000,200.4500,195.9900,200.3700,195.9900,11970002,2373752130.6900,3,0.976700,1,2.234800,0
2020-08-17,sz.300750,200.0000,200.3700,194.2000,196.6200,200.3700,19707410,3866925434.6400,3,1.608000,1,-1.871500,0
2020-08-18,sz.300750,199.6000,205.0000,195.8800,199.2800,196.6200,22122398,4415130040.5500,3,1.805000,1,1.352900,0
2020-08-19,sz.300750,197.8000,197.8000,190.0000,190.1900,199.2800,18714680,3610137183.1700,3,1.527000,1,-4.561400,0
2020-08-20,sz.300750,187.0000,191.0000,185.0000,188.4200,190.1900,13020138,2444311254.4900,3,1.062400,1,-0.930600,0
2020-08-21,sz.300750,191.3600,193.9400,190.0000,192.2300,188.4200,14655272,2815939720.4000,3,1.195800,1,2.022100,0
2020-08-24,sz.300750,194.2000,208.0000,192.2400,202.0100,192.2300,25806984,5156579057.6300,3,2.105700,1,5.087700,0
2020-08-25,sz.300750,202.0100,206.0000,198.9600,199.9200,202.0100,14549072,2935647680.1800,3,1.187100,1,-1.034600,0
2020-08-26,sz.300750,199.0100,199.9800,192.9400,194.4000,199.9200,15240258,2985718224.0800,3,1.243500,1,-2.761100,0
2020-08-27,sz.300750,202.5000,208.5000,199.0000,204.9500,194.4000,28397772,5799779573.0600,3,2.317100,1,5.427000,0
2020-08-28,sz.300750,206.3200,209.5000,203.6800,208.3000,204.9500,16967122,3510925235.0700,3,1.384400,1,1.634500,0
2020-08-31,sz.300750,209.6600,210.7600,205.0100,206.3500,208.3000,13514481,2797718777.3300,3,1.102700,1,-0.936100,0
2020-09-01,sz.300750,206.5000,215.0000,205.0100,214.2500,206.3500,19716189,4175644975.0000,3,1.608700,1,3.828400,0
2020-09-02,sz.300750,213.3600,214.1300,208.0000,211.3100,214.2500,14608611,3084140607.8600,3,1.192000,1,-1.372200,0
2020-09-03,sz.300750,210.0000,211.0000,205.8900,209.9000,211.3100,12452889,2600401902.4800,3,1.016100,1,-0.667300,0
2020-09-04,sz.300750,202.2200,205.6600,200.5800,204.2600,209.9000,14773663,2993649066.2800,3,1.205400,1,-2.687000,0
2020-09-07,sz.300750,202.9000,204.8500,180.0000,186.4000,204.2600,44789699,8540774209.6800,3,3.654500,1,-8.743800,0
2020-09-08,sz.300750,185.0000,188.0000,179.5100,186.9000,186.4000,22073272,4063178479.3900,3,1.801000,1,0.268200,0
2020-09-09,sz.300750,179.0000,187.5000,177.9900,184.3200,186.9000,18934368,3444737254.9000,3,1.544900,1,-1.380400,0
2020-09-10,sz.300750,185.0000,189.5000,184.5000,184.9600,184.3200,14826421,2775741169.2100,3,1.209700,1,0.347200,0
2020-09-11,sz.300750,186.0000,189.3000,183.3500,187.3000,184.9600,11765001,2188559588.6500,3,0.959900,1,1.265100,0
2020-09-14,sz.300750,190.5000,194.9800,190.0000,192.7800,187.3000,14289637,2755344741.2300,3,1.165900,1,2.925800,0
2020-09-15,sz.300750,195.5000,197.0000,192.8200,194.7000,192.7800,11703665,2283119874.7800,3,0.954900,1,0.996000,0
2020-09-16,sz.300750,196.7900,196.9000,190.5000,192.2600,194.7000,11837864,2289962853.4000,3,0.965900,1,-1.253200,0
2020-09-17,sz.300750,192.2400,201.9500,191.0000,198.4000,192.2600,18130771,3567477518.3200,3,1.479400,1,3.193600,0
2020-09-18,sz.300750,198.9100,200.0000,195.2300,198.0300,198.4000,10548691,2089777817.1000,3,0.860700,1,-0.186500,0
2020-09-21,sz.300750,201.9000,208.0000,196.8600,197.9300,198.0300,16068319,3253235561.8200,3,1.305500,1,-0.050500,0
2020-09-22,sz.300750,200.0000,204.2000,197.9300,200.5000,197.9300,12339378,2486477010.9700,3,1.002500,1,1.298400,0
2020-09-23,sz.300750,199.6000,199.8200,191.1000,197.0000,200.5000,15719429,3068479262.2400,3,1.277100,1,-1.745600,0
2020-09-24,sz.300750,193.6500,195.8000,190.1100,190.8200,197.0000,10668028,2053506543.5500,3,0.864100,1,-3.137100,0
2020-09-25,sz.300750,193.6000,194.7000,190.5900,191.5000,190.8200,6801208,1308079227.2800,3,0.550900,1,0.356400,0
2020-09-28,sz.300750,193.4500,196.9500,191.8100,192.9100,191.5000,8233195,1600223953.9900,3,0.666900,1,0.736300,0
2020-09-29,sz.300750,195.4900,206.2500,195.4300,204.9900,192.9100,20243551,4072131575.3100,3,1.639600,1,6.262000,0
2020-09-30,sz.300750,205.3000,211.0100,203.8000,209.2000,204.9900,15990837,3336273480.5300,3,1.295200,1,2.053800,0
2020-10-09,sz.300750,219.9900,228.8800,219.7700,224.8700,209.2000,23959241,5376329911.3200,3,1.940600,1,7.490400,0
2020-10-12,sz.300750,228.0000,235.0000,227.3000,234.7800,224.8700,18938222,4398493906.5200,3,1.533900,1,4.407000,0
2020-10-13,sz.300750,234.8800,238.5800,229.0000,235.6700,234.7800,10746666,2516817784.3200,3,0.870400,1,0.379100,0
2020-10-14,sz.300750,237.0000,244.0000,234.8000,237.3000,235.6700,13770183,3291861335.6600,3,1.115300,1,0.691600,0
2020-10-15,sz.300750,241.1100,244.1000,237.0000,238.6000,237.3000,9953526,2390083998.4200,3,0.806200,1,0.547800,0
2020-10-16,sz.300750,239.5000,240.0000,224.3100,228.1000,238.6000,20304062,4680601973.5300,3,1.644500,1,-4.400700,0
2020-10-19,sz.300750,231.3300,236.1000,228.0000,229.4100,228.1000,13002499,3013473695.5100,3,1.053100,1,0.574300,0
2020-10-20,sz.300750,230.6300,241.6000,228.9400,241.6000,229.4100,13596634,3215157955.2100,3,1.101300,1,5.313600,0
2020-10-21,sz.300750,240.0600,240.6300,227.6800,232.3300,241.6000,16167925,3765707374.2300,3,1.309500,1,-3.836900,0
2020-10-22,sz.300750,230.2000,233.8000,227.0000,231.8800,232.3300,9055157,2083319770.7800,3,0.733400,1,-0.193700,0
2020-10-23,sz.300750,232.5100,238.7600,224.4500,225.0000,231.8800,11593811,2675565182.5000,3,0.939000,1,-2.967100,0
2020-10-26,sz.300750,225.9700,233.6300,219.3300,233.1500,225.0000,10802773,2483444489.1300,3,0.875000,1,3.622200,0
2020-10-27,sz.300750,235.0000,238.7000,232.0000,237.2100,233.1500,9101539,2142729170.5900,3,0.737200,1,1.741400,0
2020-10-28,sz.300750,227.6500,245.4700,226.6600,240.2600,237.2100,22415826,5333295829.7800,3,1.815600,1,1.285800,0
2020-10-29,sz.300750,237.0200,244.0200,232.3200,240.0000,240.2600,17435230,4141992876.8300,3,1.412200,1,-0.108200,0
2020-10-30,sz.300750,241.0200,256.6000,238.3000,247.1700,240.0000,22958747,5697363353.3200,3,1.859600,1,2.987500,0
2020-11-02,sz.300750,247.0000,265.5000,244.5100,260.1400,247.1700,18946131,4851443507.7800,3,1.534500,1,5.247400,0
2020-11-03,sz.300750,260.0000,260.0000,247.1800,256.0200,260.1400,18456665,4678655503.4300,3,1.494900,1,-1.583800,0
2020-11-04,sz.300750,255.0000,260.0000,250.0000,255.5500,256.0200,11061672,2823450164.9200,3,0.895900,1,-0.183600,0
2020-11-05,sz.300750,261.0000,268.5000,260.9600,268.5000,255.5500,15795924,4183384889.7800,3,1.279400,1,5.067500,0
2020-11-06,sz.300750,271.3800,275.2300,260.0000,263.5000,268.5000,15658385,4181642685.9600,3,1.268300,1,-1.862200,0
2020-11-09,sz.300750,268.0000,272.9000,261.1000,266.4300,263.5000,13228570,3519918484.6300,3,1.071500,1,1.112000,0
2020-11-10,sz.300750,265.3200,271.8800,255.5500,265.9200,266.4300,14417544,3798315741.0000,3,1.167800,1,-0.191400,0
2020-11-11,sz.300750,264.1100,267.4800,250.8400,250.8400,265.9200,15758398,4067832842.2000,3,1.276400,1,-5.670900,0
2020-11-12,sz.300750,260.0000,260.0000,252.5800,254.2500,250.8400,9716864,2484194228.5100,3,0.787000,1,1.359400,0
2020-11-13,sz.300750,258.1200,260.7700,253.0000,253.2100,254.2500,11377678,2916695926.7200,3,0.921500,1,-0.409000,0
2020-11-16,sz.300750,253.8900,257.7000,247.4300,254.9000,253.2100,12312065,3117461904.9100,3,0.997200,1,0.667400,0
2020-11-17,sz.300750,257.3000,260.0000,246.5000,250.6800,254.9000,13674853,3446644846.0600,3,1.107600,1,-1.655600,0
2020-11-18,sz.300750,250.1200,252.0600,236.8200,240.5000,250.6800,19283321,4666571941.1800,3,1.561900,1,-4.061000,0
2020-11-19,sz.300750,241.0100,243.5500,237.1100,242.1000,240.5000,9758010,2347767353.9600,3,0.790400,1,0.665300,0
2020-11-20,sz.300750,244.4900,253.6000,244.4800,252.0800,242.1000,12303462,3074188105.8100,3,0.996500,1,4.122300,0
2020-11-23,sz.300750,252.0800,259.7000,250.1000,253.0000,252.0800,12091293,3074248590.1100,3,0.979300,1,0.365000,0
2020-11-24,sz.300750,258.0000,259.1000,250.0100,254.7000,253.0000,9791966,2493964413.5700,3,0.793100,1,0.671900,0
2020-11-25,sz.300750,256.6000,256.8800,244.4000,246.2200,254.7000,11709894,2919290534.9200,3,0.948400,1,-3.329400,0
2020-11-26,sz.300750,246.6000,246.6000,239.2000,245.3400,246.2200,8629485,2093179753.5400,3,0.698900,1,-0.357400,0
2020-11-27,sz.300750,245.4200,248.7700,238.0000,242.0000,245.3400,8433221,2042276835.5300,3,0.683100,1,-1.361400,0
2020-11-30,sz.300750,244.0000,244.0000,234.0200,242.8000,242.0000,12666236,3027343940.0400,3,1.025900,1,0.330600,0
2020-12-01,sz.300750,238.8000,246.6500,238.0000,246.1700,242.8000,9491971,2313881357.9600,3,0.768800,1,1.388000,0
2020-12-02,sz.300750,246.0000,246.0000,236.6000,243.6900,246.1700,11965310,2878299332.5800,3,0.969100,1,-1.007400,0
2020-12-03,sz.300750,243.6900,246.9700,238.3700,245.9900,243.6900,10688561,2599398532.0400,3,0.865700,1,0.943800,0
2020-12-04,sz.300750,245.0600,251.3000,244.3500,249.7200,245.9900,9233784,2301628558.3100,3,0.747900,1,1.516300,0
2020-12-07,sz.300750,250.9000,264.8300,250.9000,261.4600,249.7200,17112954,4455396830.0100,3,1.386100,1,4.701300,0
2020-12-08,sz.300750,265.5000,269.8900,264.5000,266.0300,261.4600,11636158,3104188969.8700,3,0.942500,1,1.747900,0
2020-12-09,sz.300750,268.7300,272.6000,262.0800,266.0000,266.0300,15363649,4118082968.0100,3,1.244400,1,-0.011300,0
2020-12-10,sz.300750,263.1500,267.5000,259.0000,264.8200,266.0000,9985664,2632528799.1000,3,0.808800,1,-0.443600,0
2020-12-11,sz.300750,263.3100,267.5200,261.7000,266.5600,264.8200,12893673,3422455576.5200,3,1.044300,1,0.657100,0
2020-12-14,sz.300750,266.5700,268.7300,262.1000,266.0000,266.5600,10724116,2853628548.5500,3,0.868600,1,-0.210100,0
2020-12-15,sz.300750,268.0000,279.3700,264.4500,278.5000,266.0000,17781261,4843902027.0000,3,1.440200,1,4.699200,0
2020-12-16,sz.300750,280.2000,286.3000,277.0000,286.0600,278.5000,14288803,4031211462.8300,3,1.157300,1,2.714500,0
2020-12-17,sz.300750,284.2000,287.8000,282.0100,284.8100,286.0600,8812326,2508931372.6300,3,0.713800,1,-0.437000,0
2020-12-18,sz.300750,285.5000,292.9500,283.2200,289.9900,284.8100,9512618,2747669766.8500,3,0.770500,1,1.818800,0
2020-12-21,sz.300750,296.7500,325.0000,293.3000,325.0000,289.9900,19810397,6099782514.5300,3,1.604600,1,12.072800,0
2020-12-22,sz.300750,319.9900,330.3300,311.7000,313.6400,325.0000,16874400,5377597576.0300,3,1.366700,1,-3.495400,0
2020-12-23,sz.300750,313.6700,329.3000,307.1800,318.0000,313.6400,17390320,5538718908.3800,3,1.408500,1,1.390100,0
2020-12-24,sz.300750,317.0000,318.6600,308.5000,311.0000,318.0000,9478596,2959419425.0700,3,0.767700,1,-2.201300,0
2020-12-25,sz.300750,309.0000,315.2000,306.0100,312.7900,311.0000,9539934,2967552613.6000,3,0.772700,1,0.575600,0
2020-12-28,sz.300750,315.2000,320.0000,311.0000,316.7800,312.7900,11973062,3782275235.6800,3,0.969800,1,1.275600,0
2020-12-29,sz.300750,316.7900,318.8000,303.3800,308.0000,316.7800,12174791,3759197905.4800,3,0.986100,1,-2.771600,0
2020-12-30,sz.300750,320.0000,347.9400,320.0000,340.0000,308.0000,22881682,7648664797.9700,3,1.853300,1,10.389600,0
2020-12-31,sz.300750,344.9800,353.9000,341.7100,351.1100,340.0000,15200521,5283669711.7900,3,1.231200,1,3.267600,0
2021-01-04,sz.300750,358.1000,411.1100,358.1000,404.1000,351.1100,22480807,8687099006.9800,3,1.820800,1,15.092100,0
2021-01-05,sz.300750,395.0000,403.8000,386.0100,402.0000,404.1000,22745201,9014539649.1900,3,1.842300,1,-0.519700,0
2021-01-06,sz.300750,408.0000,416.0000,391.0100,406.7700,402.0000,18668114,7476239865.7800,3,1.512000,1,1.186600,0
2021-01-07,sz.300750,400.9900,415.0000,396.8800,413.2300,406.7700,17389487,7064219721.5400,3,1.408500,1,1.588100,0
2021-01-08,sz.300750,419.0000,424.9900,397.4000,404.5000,413.2300,21006685,8534719468.5200,3,1.701400,1,-2.112600,0
2021-01-11,sz.300750,409.8800,409.8800,386.0000,390.0000,404.5000,23005038,9098694885.5800,3,1.863300,1,-3.584700,0
2021-01-12,sz.300750,385.5000,404.4000,380.0000,401.1700,390.0000,16559671,6519876504.7500,3,1.341300,1,2.864100,0
2021-01-13,sz.300750,400.0000,410.5000,372.9800,385.0000,401.1700,27261967,10634079156.7400,3,2.208100,1,-4.030700,0
2021-01-14,sz.300750,375.2000,384.0000,368.0200,369.0100,385.0000,19606569,7315308913.4600,3,1.588000,1,-4.153200,0
2021-01-15,sz.300750,367.9900,383.9800,365.0000,380.5500,369.0100,19822928,7439894398.9700,3,1.605600,1,3.127300,0
2021-01-18,sz.300750,376.7400,391.8000,375.7700,383.9000,380.5500,14201178,5471186934.2800,3,1.150200,1,0.880300,0
2021-01-19,sz.300750,384.0000,386.0000,364.5500,366.1100,383.9000,16286661,6085692761.1100,3,1.319100,1,-4.634000,0
2021-01-20,sz.300750,373.8000,393.3800,370.9100,391.4000,366.1100,21341613,8254525726.9700,3,1.728600,1,6.907800,0
2021-01-21,sz.300750,387.0000,399.0000,380.0000,391.3000,391.4000,17479166,6831720356.6200,3,1.415700,1,-0.025500,0
2021-01-22,sz.300750,391.5000,410.2800,391.5000,408.0000,391.3000,19044156,7637563994.4400,3,1.542500,1,4.267800,0
2021-01-25,sz.300750,406.3000,418.3400,392.3400,396.9500,408.0000,21741425,8762929073.7400,3,1.761000,1,-2.708300,0
2021-01-26,sz.300750,396.8100,396.8100,383.7600,385.5000,396.9500,15104374,5853513769.9500,3,1.223400,1,-2.884500,0
2021-01-27,sz.300750,392.0000,393.2000,372.0000,390.5200,385.5000,14838511,5705898439.0400,3,1.201900,1,1.302200,0
2021-01-28,sz.300750,380.0000,383.0100,368.0000,369.9000,390.5200,18182027,6792412556.1800,3,1.472700,1,-5.280100,0
2021-01-29,sz.300750,376.0100,377.0000,342.5600,354.1100,369.9000,27601326,9896345998.5500,3,2.235600,1,-4.268700,0
2021-02-01,sz.300750,353.0000,356.9000,346.2000,350.3300,354.1100,17525081,6170654212.2100,3,1.419500,1,-1.067500,0
2021-02-02,sz.300750,352.0100,369.9900,337.3700,367.8000,350.3300,25086475,8919403723.1800,3,2.031900,1,4.986700,0
2021-02-03,sz.300750,379.0000,387.5600,375.0500,380.9800,367.8000,21107294,8082621707.6500,3,1.709600,1,3.583500,0
2021-02-04,sz.300750,384.9100,393.8000,379.5000,388.5000,380.9800,21630174,8354708667.4700,3,1.594000,1,1.973900,0
2021-02-05,sz.300750,395.0000,396.9900,372.8500,373.4500,388.5000,18411695,7036248026.1800,3,1.356800,1,-3.873900,0
2021-02-08,sz.300750,375.0000,404.8000,373.0100,404.0000,373.4500,24402658,9586610901.7700,3,1.798300,1,8.180500,0
2021-02-09,sz.300750,411.2000,415.0000,400.8000,410.2000,404.0000,16203746,6632109518.7300,3,1.194100,1,1.534700,0
2021-02-10,sz.300750,413.9900,416.6000,406.0000,412.6600,410.2000,16282957,6704613974.9100,3,1.199900,1,0.599700,0
2021-02-18,sz.300750,422.0000,422.0000,386.8800,397.0000,412.6600,23824929,9491493857.2600,3,1.755700,1,-3.794900,0
2021-02-19,sz.300750,390.0000,396.0000,374.2000,387.5000,397.0000,18690354,7159858378.6100,3,1.377300,1,-2.392900,0
2021-02-22,sz.300750,387.5000,395.8000,374.9000,375.0000,387.5000,16720351,6411239336.7100,3,1.232200,1,-3.225800,0
2021-02-23,sz.300750,370.0000,376.5400,360.8800,376.5400,375.0000,13604746,5027757786.2700,3,1.002600,1,0.410700,0
2021-02-24,sz.300750,375.0000,378.0000,339.4000,347.0000,376.5400,30272084,10682015850.8300,3,2.230800,1,-7.845100,0
2021-02-25,sz.300750,353.8500,353.8500,335.0000,337.1000,347.0000,24575702,8445690070.1600,3,1.811000,1,-2.853000,0
2021-02-26,sz.300750,323.0000,333.0000,317.7900,322.2300,337.1000,22950635,7449904802.0300,3,1.691300,1,-4.411200,0
2021-03-01,sz.300750,331.5100,345.6200,328.2800,344.6000,322.2300,20539402,6964880536.0700,3,1.513600,1,6.942200,0
2021-03-02,sz.300750,353.0000,353.2000,341.0600,349.6000,344.6000,15281131,5308970364.6100,3,1.126100,1,1.451000,0
2021-03-03,sz.300750,346.0500,349.6300,340.3600,349.6300,349.6000,10464433,3617077585.6400,3,0.771100,1,0.008600,0
2021-03-04,sz.300750,345.0000,345.0000,322.9100,325.5700,349.6300,18103403,5984259540.0300,3,1.334100,1,-6.881600,0
2021-03-05,sz.300750,313.0100,326.8800,308.3300,320.0000,325.5700,17307341,5511104280.1900,3,1.275400,1,-1.710800,0
2021-03-08,sz.300750,323.0000,334.7200,300.8800,305.0000,320.0000,21295514,6751702325.5900,3,1.569300,1,-4.687500,0
2021-03-09,sz.300750,300.0000,310.5000,289.0000,300.0000,305.0000,27357719,8235734794.8900,3,2.016000,1,-1.639300,0
2021-03-10,sz.300750,316.0000,322.2800,313.0000,314.5000,300.0000,23763768,7542999117.7600,3,1.751200,1,4.833300,0
2021-03-11,sz.300750,316.0000,333.4800,311.3000,331.2800,314.5000,20964281,6829108561.8200,3,1.544900,1,5.335500,0
2021-03-12,sz.300750,336.9100,345.0000,331.3000,341.4600,331.2800,18952041,6424536234.8900,3,1.396600,1,3.072900,0
2021-03-15,sz.300750,340.0000,340.0000,307.0000,312.3000,341.4600,23040352,7361113706.9000,3,1.697900,1,-8.539800,0
2021-03-16,sz.300750,317.0000,324.9900,313.5000,323.0000,312.3000,13712397,4384184142.3200,3,1.010500,1,3.426200,0
2021-03-17,sz.300750,317.8800,336.2000,313.1000,333.0000,323.0000,14672578,4829807794.6400,3,1.081300,1,3.096000,0
2021-03-18,sz.300750,334.0000,343.1100,333.5100,335.8000,333.0000,11366956,3840901084.2800,3,0.837700,1,0.840800,0
2021-03-19,sz.300750,325.0000,332.9900,311.0000,316.5000,335.8000,18971590,6051504889.6100,3,1.398100,1,-5.747500,0
2021-03-22,sz.300750,319.0000,321.0000,298.8900,307.8000,316.5000,23171883,7137600231.1200,3,1.707600,1,-2.748800,0
2021-03-23,sz.300750,305.0000,310.6400,300.1200,303.9100,307.8000,15116923,4603584945.6400,3,1.114000,1,-1.263800,0
2021-03-24,sz.300750,305.0000,305.1000,285.0000,288.7900,303.9100,25208186,7334176816.4100,3,1.857600,1,-4.975200,0
2021-03-25,sz.300750,280.5100,293.3500,280.0500,291.5500,288.7900,18439889,5281518749.0800,3,1.358900,1,0.955700,0
2021-03-26,sz.300750,295.0000,314.0500,293.0000,313.6200,291.5500,23710285,7292443310.7400,3,1.747300,1,7.569900,0
2021-03-29,sz.300750,313.5000,319.7700,305.0100,311.6000,313.6200,15563243,4871068353.9500,3,1.146900,1,-0.644100,0
