date,code,close,open,high,low,volume
2007/11/7,sz50,4383.63,4367.62,4400.62,4276.76,1440000000
2007/11/8,sz50,4154.97,4353.19,4353.19,4150.97,1730000000
2007/11/9,sz50,4139.57,4110.22,4198.25,4058.88,1780000000
2007/11/12,sz50,4107.34,4025.83,4143.32,3951.33,1990000000
2007/11/13,sz50,4071.3,4145.53,4206.45,4006.06,1850000000
2007/11/14,sz50,4247.16,4142.52,4249.4,4063.51,1700000000
2007/11/15,sz50,4201.79,4227.75,4269.76,4190.73,1340000000
2007/11/16,sz50,4133.35,4124.42,4163.96,4066.54,902800000
2007/11/19,sz50,4086.38,4141.2,4155.69,4066.75,1140000000
2007/11/20,sz50,4136.08,4059.19,4167.59,4006.47,1480000000
2007/11/21,sz50,4064.78,4150.84,4186.29,4061.83,1070000000
2007/11/22,sz50,3895.95,3988.14,4039.7,3881.45,1240000000
2007/11/23,sz50,3961.37,3865.41,3962.7,3844.18,967500000
2007/11/26,sz50,3910.46,4020.64,4038.48,3904.74,1060000000
2007/11/27,sz50,3829.73,3874.77,3917.55,3827.41,913400000
2007/11/28,sz50,3784.28,3839.51,3873.78,3757.96,1120000000
2007/11/29,sz50,3975.71,3840.39,3977.89,3796.25,1950000000
2007/11/30,sz50,3880.34,3968.67,3968.67,3867.11,1340000000
2007/12/3,sz50,3910.13,3859.85,3943.5,3838.49,1040000000
2007/12/4,sz50,3963.19,3921.91,4018.65,3921.91,1080000000
2007/12/5,sz50,4070.82,3963.56,4074.96,3954.69,1400000000
2007/12/6,sz50,4070.16,4085.04,4094.25,4037.28,967900000
2007/12/7,sz50,4122.06,4076.44,4128.78,4075.45,995500000
2007/12/10,sz50,4165.86,4052.38,4172.17,4040.56,1740000000
2007/12/11,sz50,4159.43,4197.7,4216.53,4097.27,1560000000
2007/12/12,sz50,4083.59,4130.77,4132.11,4049.1,1540000000
2007/12/13,sz50,3948.74,4061.42,4075.67,3944.81,1360000000
2007/12/14,sz50,4008.88,3901.57,4010.5,3881.5,1160000000
2007/12/17,sz50,3876.14,4002.99,4003.26,3871.47,1410000000
2007/12/18,sz50,3849.15,3849.2,3895.36,3826.92,872900000
2007/12/19,sz50,3953.05,3893.22,3967.67,3879.71,1350000000
2007/12/20,sz50,4040.04,3971.75,4050.77,3942.63,1220000000
2007/12/21,sz50,4081.01,4022.45,4096.24,4019.68,1440000000
2007/12/24,sz50,4172.44,4112.52,4201.85,4096.67,2130000000
2007/12/25,sz50,4162.08,4179.84,4200.82,4144.14,1560000000
2007/12/26,sz50,4175.56,4174.77,4207.16,4121.61,1750000000
2007/12/27,sz50,4258.55,4191.33,4258.68,4160.91,2260000000
2007/12/28,sz50,4226.76,4269.06,4280.73,4214.69,2070000000
2008/1/2,sz50,4219.69,4230.81,4242.19,4164.76,1870000000
2008/1/3,sz50,4230.42,4213.02,4232.18,4123.12,3070000000
2008/1/4,sz50,4282.69,4231.35,4296.02,4221.65,2340000000
2008/1/7,sz50,4330.27,4279.92,4341.47,4255.5,2440000000
2008/1/8,sz50,4358.1,4349.48,4437.57,4322.13,3080000000
2008/1/9,sz50,4405.92,4341.53,4407.39,4324.91,2030000000
2008/1/10,sz50,4431.46,4420.32,4456.1,4384.45,2970000000
2008/1/11,sz50,4481.49,4445.23,4482.57,4417.05,2970000000
2008/1/14,sz50,4499.14,4503.68,4524.29,4471.74,2150000000
2008/1/15,sz50,4440.82,4511.16,4515.82,4421.67,2200000000
2008/1/16,sz50,4274.02,4395.37,4395.37,4267.01,2440000000
2008/1/17,sz50,4178.71,4219.7,4289.93,4072.68,2780000000
2008/1/18,sz50,4195.95,4170.01,4213.71,4128.22,1860000000
2008/1/21,sz50,3975.71,4203.51,4212.01,3960.43,2040000000
2008/1/22,sz50,3679.01,3880.41,3891.26,3636.47,2900000000
2008/1/23,sz50,3822.82,3712.85,3824.52,3669.38,2580000000
2008/1/24,sz50,3818.33,3876.36,3884.06,3750.15,2590000000
2008/1/25,sz50,3875.58,3814.98,3913.74,3751.96,2030000000
2008/1/28,sz50,3597.26,3830.97,3830.97,3589.8,1900000000
2008/1/29,sz50,3611.98,3609.11,3685.49,3554.52,1320000000
2008/1/30,sz50,3541.08,3653.73,3674.37,3459.87,1680000000
2008/1/31,sz50,3497.92,3528.87,3571,3485.26,1550000000
2008/2/1,sz50,3500.05,3502.22,3549.33,3376.61,1710000000
2008/2/4,sz50,3796.13,3598.5,3798.05,3598.5,2250000000
2008/2/5,sz50,3766.16,3783.8,3817.61,3730.27,1690000000
2008/2/13,sz50,3660.16,3697.53,3712.67,3649.24,1100000000
2008/2/14,sz50,3706.97,3699.3,3737.76,3683.43,941000000
2008/2/15,sz50,3646.18,3673.9,3675.44,3593.17,1250000000
2008/2/18,sz50,3709.07,3694.67,3739.09,3661.42,1410000000
2008/2/19,sz50,3787.03,3722.94,3787.22,3687.69,1700000000
2008/2/20,sz50,3676.47,3792.3,3805.39,3670.85,1900000000
2008/2/21,sz50,3620.85,3653.81,3663.16,3576.04,1570000000
2008/2/22,sz50,3466.2,3597.71,3597.71,3434.76,1880000000
2008/2/25,sz50,3331.99,3460.86,3472.09,3324.17,1730000000
2008/2/26,sz50,3363.7,3430.37,3445.83,3275.84,1690000000
2008/2/27,sz50,3459.78,3384.55,3484.74,3348.82,1450000000
2008/2/28,sz50,3435.45,3467.03,3473.64,3409.95,940500000
2008/2/29,sz50,3470.6,3431.39,3490.93,3418.93,881300000
2008/3/3,sz50,3539.43,3449.75,3556.82,3410.41,1420000000
2008/3/4,sz50,3424.79,3559.05,3566.16,3416.4,1810000000
2008/3/5,sz50,3380.65,3415.73,3446.03,3317.34,1470000000
2008/3/6,sz50,3445.75,3398.42,3504.83,3349.17,1640000000
2008/3/7,sz50,3395.61,3399.51,3444.28,3370.47,1010000000
2008/3/10,sz50,3256.44,3366.97,3366.97,3238.7,1440000000
2008/3/11,sz50,3264.57,3233.45,3267.13,3187.83,1050000000
2008/3/12,sz50,3164.78,3343.41,3355.98,3162.67,1150000000
2008/3/13,sz50,3111.84,3133.62,3163.65,3047.9,1650000000
2008/3/14,sz50,3084.45,3098.26,3119.39,3028.33,1140000000
2008/3/17,sz50,2984.06,3065.43,3075.74,2978.65,1230000000
2008/3/18,sz50,2869.61,2961.06,3021.42,2821.11,1590000000
2008/3/19,sz50,2945.23,2925.26,2992.71,2876.96,1590000000
2008/3/20,sz50,3011.78,2904.84,3050.09,2765.25,1900000000
2008/3/21,sz50,3021.58,3010.26,3058.7,2975.7,1690000000
2008/3/24,sz50,2869.28,3056.43,3063.89,2867.91,1470000000
2008/3/25,sz50,2884.62,2810.5,2912.13,2781.82,1430000000
2008/3/26,sz50,2896.69,2904.34,2965.26,2877.13,1230000000
2008/3/27,sz50,2760.45,2837.09,2861.22,2757.39,1500000000
2008/3/28,sz50,2910.51,2736.59,2922.07,2714.38,2190000000
2008/3/31,sz50,2823.97,2815.31,2891.17,2804.43,1390000000
2008/4/1,sz50,2713.49,2812.51,2847.56,2683.5,1650000000
2008/4/2,sz50,2744.65,2757.53,2842.65,2698.26,2390000000
2008/4/3,sz50,2828.63,2719.9,2833.8,2679.29,1580000000
2008/4/7,sz50,2954.23,2803.88,2962.14,2778.41,1900000000
2008/4/8,sz50,2969.61,2956.51,3011.42,2927.37,1970000000
2008/4/9,sz50,2803.15,2938.49,2966.89,2802.35,1620000000
2008/4/10,sz50,2840.55,2780.6,2846.24,2751.58,1100000000
2008/4/11,sz50,2865.45,2882.38,2900.54,2843.05,1040000000
2008/4/14,sz50,2685.01,2805.21,2815.33,2675.9,1470000000
2008/4/15,sz50,2715.74,2672.37,2716.94,2591.68,1220000000
2008/4/16,sz50,2654.9,2711.25,2717.87,2644.44,1090000000
2008/4/17,sz50,2588.76,2650.12,2705.51,2554.26,1200000000
2008/4/18,sz50,2511.36,2565.79,2593.56,2482.92,1230000000
2008/4/21,sz50,2545.52,2707.6,2707.6,2506.24,1770000000
2008/4/22,sz50,2595.69,2501.55,2596.86,2451.61,1370000000
2008/4/23,sz50,2718.25,2561.95,2730.93,2546.15,2330000000
2008/4/24,sz50,2981.19,2948.97,2987.52,2880.27,5160000000
2008/4/25,sz50,2984.96,2983.37,3075.82,2948.17,4080000000
2008/4/28,sz50,2918.61,2936.43,2975.34,2911.04,2280000000
2008/4/29,sz50,2960.89,2896.5,2973.1,2894.65,1950000000
2008/4/30,sz50,3125.53,2981.78,3135.72,2978.27,3590000000
2008/5/5,sz50,3169.08,3169.01,3179.54,3112.02,2600000000
2008/5/6,sz50,3128.81,3136.37,3184.11,3089.01,2440000000
2008/5/7,sz50,2979.82,3108.09,3158.45,2979.51,2300000000
2008/5/8,sz50,3037.5,2940.34,3038.77,2929.24,1850000000
2008/5/9,sz50,2978.19,3065.59,3071.79,2932.14,2190000000
2008/5/12,sz50,2991.32,2915.26,3033.54,2884.57,1630000000
2008/5/13,sz50,2924.96,2898.01,2985.46,2891.73,1830000000
2008/5/14,sz50,3027.38,2917.85,3027.8,2917.85,1850000000
2008/5/15,sz50,3005.65,3050.15,3075.22,3004.78,1700000000
2008/5/16,sz50,3009.21,3008.2,3036,2977.7,1360000000
2008/5/19,sz50,2978.66,2999.41,3001.23,2945.39,997400000
2008/5/20,sz50,2835.82,2976.03,3008.03,2829.19,1450000000
2008/5/21,sz50,2892.09,2809.95,2909.16,2752.15,1620000000
2008/5/22,sz50,2841.15,2848.52,2891.9,2829.28,1470000000
2008/5/23,sz50,2838.05,2831.78,2871.79,2805.69,1370000000
2008/5/26,sz50,2745.09,2812.51,2812.51,2742.32,988100000
2008/5/27,sz50,2754.12,2739.74,2770.17,2726.86,875800000
2008/5/28,sz50,2836.26,2760.65,2855.68,2741.55,1150000000
2008/5/29,sz50,2765.95,2825.86,2837.89,2764.8,1110000000
2008/5/30,sz50,2800.79,2774.08,2813.93,2756.14,1080000000
2008/6/2,sz50,2814.3,2792.24,2832.97,2774.6,1080000000
2008/6/3,sz50,2804.07,2809.44,2834.49,2783.95,1780000000
2008/6/4,sz50,2736.83,2789.76,2794.49,2715.58,1280000000
2008/6/5,sz50,2722.41,2722.24,2742.89,2693.27,962400000
2008/6/6,sz50,2701.79,2730.77,2740.25,2687.22,865900000
2008/6/10,sz50,2480.76,2586.72,2597.48,2464.44,1600000000
2008/6/11,sz50,2446.78,2451.38,2476.46,2412.44,1240000000
2008/6/12,sz50,2387.76,2432.64,2446.82,2344.49,1330000000
2008/6/13,sz50,2322.79,2389.14,2410.54,2319.91,990300000
2008/6/16,sz50,2323.69,2329.58,2365.82,2279.89,1120000000
2008/6/17,sz50,2262.28,2325.26,2343.76,2244.64,1070000000
2008/6/18,sz50,2368.71,2244.1,2383.27,2200.97,1780000000
2008/6/19,sz50,2201.34,2348.98,2348.98,2197.01,1390000000
2008/6/20,sz50,2273.71,2227.36,2343.35,2152.31,2360000000
2008/6/23,sz50,2220.08,2227.16,2260,2203.81,1010000000
2008/6/24,sz50,2256.12,2207.51,2268.12,2197.81,1290000000
2008/6/25,sz50,2334.4,2250,2339.31,2241.1,1650000000
2008/6/26,sz50,2326.9,2332.45,2357.45,2287.55,1450000000
2008/6/27,sz50,2206.32,2255.16,2259.97,2188.2,1470000000
2008/6/30,sz50,2175.61,2176.89,2212.97,2146.45,913300000
2008/7/1,sz50,2081.05,2181.71,2186.89,2075.01,1170000000
2008/7/2,sz50,2062.93,2082.59,2109.45,2040.67,1100000000
2008/7/3,sz50,2088.97,2025.33,2130.33,1992.35,1700000000
2008/7/4,sz50,2077.23,2087.25,2106.99,2057.61,1240000000
2008/7/7,sz50,2190.3,2082.75,2200.01,2081.84,2080000000
2008/7/8,sz50,2193.21,2204.49,2235.88,2151.85,2020000000
2008/7/9,sz50,2289.68,2219.43,2295.21,2219.43,2760000000
2008/7/10,sz50,2259.26,2253.42,2319.01,2239.91,2190000000
2008/7/11,sz50,2245.46,2252.52,2267.93,2216.23,1540000000
2008/7/14,sz50,2259.16,2223.89,2280.95,2216.14,1150000000
2008/7/15,sz50,2157.91,2266.97,2274.02,2156.39,1660000000
2008/7/16,sz50,2088.78,2133.96,2139.64,2056.19,1400000000
2008/7/17,sz50,2073.33,2127.99,2142.79,2065.48,1150000000
2008/7/18,sz50,2158.7,2100.47,2160.11,2065.32,1810000000
2008/7/21,sz50,2228.45,2132.44,2229.75,2127.07,1840000000
2008/7/22,sz50,2217.83,2219.74,2236.06,2205.34,1300000000
2008/7/23,sz50,2213.15,2237.39,2256.53,2208.86,1340000000
2008/7/24,sz50,2299.57,2235.58,2300.51,2233.64,1970000000
2008/7/25,sz50,2265.68,2263.98,2286,2246.86,1420000000
2008/7/28,sz50,2278.23,2282.06,2318.08,2269.64,1520000000
2008/7/29,sz50,2232.79,2244.85,2245.02,2213.41,1270000000
2008/7/30,sz50,2219.24,2265.43,2272.4,2207.04,1020000000
2008/7/31,sz50,2164.08,2227.24,2231.49,2162.27,949000000
2008/8/1,sz50,2205.68,2151.87,2232.11,2127.36,1240000000
2008/8/4,sz50,2155.89,2185.16,2201.28,2151.2,829000000
2008/8/5,sz50,2120.51,2169.14,2175.34,2114.6,1020000000
2008/8/6,sz50,2150,2141.1,2167.99,2117.41,1040000000
2008/8/7,sz50,2143.8,2145.11,2170.81,2113.78,900700000
2008/8/8,sz50,2056.92,2140.15,2143.62,2044.81,1160000000
2008/8/11,sz50,1975.52,2049.46,2069.79,1962.23,1290000000
2008/8/12,sz50,1961.23,1959.56,1990.13,1943.54,908300000
2008/8/13,sz50,1949.36,1947.99,1967.16,1900.56,1020000000
2008/8/14,sz50,1941.24,1937.34,1956.69,1916.23,684300000
2008/8/15,sz50,1957.47,1941.38,1980.13,1924.81,746000000
2008/8/18,sz50,1860,1959.1,1959.91,1859.69,884900000
2008/8/19,sz50,1889.1,1840.25,1898.94,1832.25,683400000
2008/8/20,sz50,2042.94,1874.44,2043,1861.16,1780000000
2008/8/21,sz50,1975.89,2011.34,2045.26,1973.17,1390000000
2008/8/22,sz50,1948.07,1954.42,1971.5,1915.88,928300000
2008/8/25,sz50,1954.85,1953.29,1988.41,1929.15,700500000
2008/8/26,sz50,1919.98,1930.06,1958.53,1900.59,899800000
2008/8/27,sz50,1921.88,1915,1955.17,1898.22,987200000
2008/8/28,sz50,1938.76,1924.7,1964.34,1920.67,839800000
2008/8/29,sz50,1975.45,1950.41,1997.2,1939.68,1140000000
2008/9/1,sz50,1905.9,1958.27,1959.84,1895.49,837000000
2008/9/2,sz50,1882.18,1893.01,1901.94,1871.43,743600000
2008/9/3,sz50,1849.17,1880.29,1894.46,1827.46,906700000
2008/9/4,sz50,1845.87,1842.21,1859.5,1816.03,741700000
2008/9/5,sz50,1796.96,1799.4,1822.27,1781.7,811000000
2008/9/8,sz50,1770.37,1805.41,1812.22,1764.28,810600000
2008/9/9,sz50,1780.73,1779.13,1790.18,1758.55,671100000
2008/9/10,sz50,1781.78,1769.88,1815.8,1746.52,843200000
2008/9/11,sz50,1709.8,1774.03,1776.46,1705.58,927200000
2008/9/12,sz50,1711.96,1711.09,1731.28,1699.46,736500000
2008/9/16,sz50,1615.58,1673.79,1673.79,1607.27,1590000000
2008/9/17,sz50,1532.96,1589.3,1610.74,1528.43,1710000000
2008/9/18,sz50,1508.52,1481.1,1550.43,1433.44,2400000000
2008/9/19,sz50,1650.54,1649.19,1650.54,1632.12,1300000000
2008/9/22,sz50,1780.38,1785.32,1801.17,1719.67,4530000000
2008/9/23,sz50,1726.13,1731.86,1776.75,1718.76,4420000000
2008/9/24,sz50,1736.12,1681.98,1737.33,1660.46,2350000000
2008/9/25,sz50,1808.81,1740.57,1844.57,1736.64,3450000000
2008/9/26,sz50,1811.34,1816.78,1823,1770.68,2510000000
2008/10/6,sz50,1712.71,1788.97,1788.97,1712.51,1890000000
2008/10/7,sz50,1678.27,1639.13,1713.19,1622.83,1900000000
2008/10/8,sz50,1600.5,1623.28,1647.92,1579.6,1700000000
2008/10/9,sz50,1587.04,1629.27,1631.45,1577.48,1450000000
2008/10/10,sz50,1528.13,1519.46,1556.54,1497.34,1840000000
2008/10/13,sz50,1613.84,1519.66,1614.51,1488.34,2090000000
2008/10/14,sz50,1564.73,1675.4,1679.92,1564.17,2490000000
2008/10/15,sz50,1548.52,1543.24,1563.31,1529.7,1370000000
2008/10/16,sz50,1473.25,1478.45,1509.74,1471.04,1640000000
2008/10/17,sz50,1480.16,1489.53,1500.25,1462.93,1150000000
2008/10/20,sz50,1531.69,1474.97,1534.28,1452.85,1270000000
2008/10/21,sz50,1514.13,1534.93,1553.86,1512.87,1440000000
2008/10/22,sz50,1470.92,1491.91,1516.93,1469.21,1450000000
2008/10/23,sz50,1459.2,1433.81,1460.79,1416.29,1610000000
2008/10/24,sz50,1408.13,1457.19,1461.92,1401.68,1540000000
2008/10/27,sz50,1305.7,1379.53,1379.53,1303.72,1480000000
2008/10/28,sz50,1353.69,1274.8,1364.37,1269.29,2150000000
2008/10/29,sz50,1316.98,1364.08,1377.57,1316.65,1740000000
2008/10/30,sz50,1358.89,1326.18,1380.46,1305.54,1910000000
2008/10/31,sz50,1327.7,1348.5,1355.49,1320.92,1210000000
2008/11/3,sz50,1323.89,1312.79,1351.85,1308.25,1130000000
2008/11/4,sz50,1313.02,1317.96,1323.93,1290.81,1060000000
2008/11/5,sz50,1370.76,1324.38,1394.49,1324.38,2060000000
2008/11/6,sz50,1332.71,1332.73,1344.29,1324.49,1320000000
2008/11/7,sz50,1363.46,1304.85,1377.39,1301.04,1380000000
2008/11/10,sz50,1469.62,1398.22,1471.59,1398.22,2890000000
2008/11/11,sz50,1443.21,1460.63,1478.14,1441.28,2530000000
2008/11/12,sz50,1457.43,1424.96,1468.21,1422.32,1630000000
2008/11/13,sz50,1509.89,1434.85,1527.32,1421.36,3350000000
2008/11/14,sz50,1550.46,1524.93,1553.43,1504.51,3360000000
2008/11/17,sz50,1572.9,1541.34,1573.29,1529.89,3160000000
2008/11/18,sz50,1459.11,1564.7,1583.8,1452.17,3730000000
2008/11/19,sz50,1543.77,1455.29,1549.47,1441.2,3200000000
2008/11/20,sz50,1511.8,1512.18,1545.81,1496.12,2820000000
2008/11/21,sz50,1501.09,1461.43,1541.52,1432.75,3040000000
2008/11/24,sz50,1435.64,1493.43,1499.21,1434.35,1760000000
2008/11/25,sz50,1435.36,1462.97,1472.48,1412.66,1440000000
2008/11/26,sz50,1440.64,1434.15,1456.77,1421.1,1390000000
2008/11/27,sz50,1455.74,1527.79,1536.61,1454.72,3150000000
2008/11/28,sz50,1411.16,1441.34,1451.94,1399.36,1990000000
2008/12/1,sz50,1424.86,1407.44,1426.41,1383.78,1540000000
2008/12/2,sz50,1419.48,1391.85,1437.37,1386.81,1950000000
2008/12/3,sz50,1486.89,1434.8,1487.33,1432.89,3010000000
2008/12/4,sz50,1521.6,1510.4,1569.22,1510.4,4360000000
2008/12/5,sz50,1538.47,1510.07,1539.2,1505.72,2530000000
2008/12/8,sz50,1602.75,1561.28,1603.42,1553.34,4100000000
2008/12/9,sz50,1554.51,1609.41,1609.68,1554.19,3420000000
2008/12/10,sz50,1607.49,1546.99,1607.8,1538.97,3430000000
2008/12/11,sz50,1567.02,1594.66,1612.33,1562.45,2720000000
2008/12/12,sz50,1499.29,1551.03,1559.53,1483.77,2660000000
2008/12/15,sz50,1508.71,1524.14,1536.17,1486.27,1950000000
2008/12/16,sz50,1512.08,1492.24,1514.32,1462.7,1820000000
2008/12/17,sz50,1510.35,1518.17,1532.64,1505.2,2100000000
2008/12/18,sz50,1552.75,1508.47,1554.1,1493.4,2190000000
2008/12/19,sz50,1554.11,1542.79,1577.88,1538.8,2410000000
2008/12/22,sz50,1522.44,1552.71,1554.18,1508.38,1800000000
2008/12/23,sz50,1451.76,1521.6,1521.6,1451.34,2200000000
2008/12/24,sz50,1428.89,1434.59,1451.63,1419.56,1470000000
2008/12/25,sz50,1415.83,1431.18,1439.66,1401.28,1390000000
2008/12/26,sz50,1416.83,1414.92,1431.36,1405.59,1210000000
2008/12/29,sz50,1407.63,1409.73,1414.36,1385.45,1230000000
2008/12/30,sz50,1390.4,1407.06,1419.89,1385.31,1470000000
2008/12/31,sz50,1384.91,1393.41,1404.75,1382.07,1300000000
2009/1/5,sz50,1436.88,1411.08,1437.06,1402.05,2100000000
2009/1/6,sz50,1482.28,1436.48,1488.34,1430.7,3020000000
2009/1/7,sz50,1468.46,1482.02,1495.65,1468.17,2380000000
2009/1/8,sz50,1430.09,1439.32,1440.11,1420.18,2330000000
2009/1/9,sz50,1447.14,1428.24,1452.37,1428.24,1750000000
2009/1/12,sz50,1441.73,1441.63,1462.31,1433.87,1880000000
2009/1/13,sz50,1414.08,1420.13,1433.25,1412.93,1830000000
2009/1/14,sz50,1476.71,1413.44,1476.71,1413.44,2360000000
2009/1/15,sz50,1469.2,1460.61,1484.92,1452.39,3160000000
2009/1/16,sz50,1502,1478.07,1533.96,1478.07,4330000000
2009/1/19,sz50,1529.58,1522.14,1568.64,1517.98,3890000000
2009/1/20,sz50,1539.37,1524.82,1539.96,1508.67,2210000000
2009/1/21,sz50,1536.76,1513.19,1560.91,1510.23,2710000000
2009/1/22,sz50,1547.59,1547.89,1557.8,1525.01,2270000000
2009/1/23,sz50,1538.27,1542.93,1553.61,1530.46,2280000000
2009/2/2,sz50,1541.68,1553.34,1556.6,1529.17,1640000000
2009/2/3,sz50,1580.29,1542.42,1580.71,1538.2,3210000000
2009/2/4,sz50,1631.74,1588.61,1632.24,1587.56,4020000000
2009/2/5,sz50,1629.47,1630.26,1677.87,1617.92,4560000000
2009/2/6,sz50,1689,1634.6,1691.49,1634.6,4000000000
2009/2/9,sz50,1716.51,1715.15,1735.62,1696.4,4820000000
2009/2/10,sz50,1723.55,1710.12,1726.44,1683.28,4300000000
2009/2/11,sz50,1728.94,1694.05,1764.02,1682.84,5910000000
2009/2/12,sz50,1699.35,1729.66,1733.43,1661.95,4500000000
2009/2/13,sz50,1755.57,1700.58,1758.61,1688.34,5770000000
2009/2/16,sz50,1817.06,1771.62,1817.55,1768.83,6460000000
2009/2/17,sz50,1763.94,1815.57,1829.47,1762.77,5870000000
2009/2/18,sz50,1675.86,1723.86,1743.6,1672.33,4560000000
2009/2/19,sz50,1675.77,1688.82,1703.1,1651.6,3500000000
2009/2/20,sz50,1695.26,1673.97,1696.1,1651.4,3220000000
2009/2/23,sz50,1733.42,1680.82,1740.78,1654.89,4340000000
2009/2/24,sz50,1640.57,1703.48,1721.36,1635.14,4860000000
2009/2/25,sz50,1662.26,1661.75,1681.48,1596.61,4290000000
2009/2/26,sz50,1605.61,1651.77,1688.22,1593.22,4370000000
2009/2/27,sz50,1592.01,1592.39,1621.11,1580.4,3600000000
2009/3/2,sz50,1592.61,1586.56,1605.54,1553.69,2430000000
2009/3/3,sz50,1563.97,1552.86,1583.25,1544.62,2450000000
2009/3/4,sz50,1671.57,1568.72,1677.84,1568.72,5080000000
2009/3/5,sz50,1694.65,1691.25,1718.57,1658.05,6420000000
2009/3/6,sz50,1676.79,1659.57,1700.85,1656.61,3670000000
2009/3/9,sz50,1620.13,1689.12,1716.36,1619.79,3940000000
2009/3/10,sz50,1648.15,1601.65,1649.13,1594.47,2420000000
2009/3/11,sz50,1634.08,1685.14,1687.62,1629.3,2920000000
2009/3/12,sz50,1628.34,1623.61,1630.5,1590.24,2140000000
2009/3/13,sz50,1626.02,1640.53,1656.56,1622.51,2190000000
2009/3/16,sz50,1656.18,1619.76,1663,1604.09,2180000000
2009/3/17,sz50,1705.51,1656.01,1710.53,1651.69,3830000000
2009/3/18,sz50,1702.3,1714.99,1727.51,1701.37,3900000000
2009/3/19,sz50,1733.8,1706.31,1736.69,1697.37,3730000000
2009/3/20,sz50,1726.21,1737.53,1744.62,1705.96,4290000000
2009/3/23,sz50,1767.05,1728.66,1773.92,1723.28,4270000000
2009/3/24,sz50,1776.12,1802.16,1807.41,1768.63,4600000000
2009/3/25,sz50,1747.42,1764.03,1793.92,1746.67,3910000000
2009/3/26,sz50,1811.87,1755.87,1812.21,1744.15,5160000000
2009/3/27,sz50,1825.63,1827.98,1840.14,1812.63,6080000000
2009/3/30,sz50,1817.41,1829.11,1836.1,1807.93,4030000000
2009/3/31,sz50,1830.28,1783.72,1839.07,1772.27,3890000000
2009/4/1,sz50,1852.02,1839.41,1865.48,1833.85,5010000000
2009/4/2,sz50,1878.4,1859.88,1899.23,1859.56,5930000000
2009/4/3,sz50,1892.73,1898.69,1920.77,1877.47,5720000000
2009/4/7,sz50,1894.12,1892.67,1915.6,1869.48,3920000000
2009/4/8,sz50,1816.33,1883.14,1892.41,1816.12,4480000000
2009/4/9,sz50,1847.16,1817.2,1847.99,1803.06,3190000000
2009/4/10,sz50,1895.16,1867.5,1895.57,1858.44,4370000000
2009/4/13,sz50,1939.56,1915.43,1952.04,1911.8,6010000000
2009/4/14,sz50,1949.02,1935.99,1955.89,1928.03,4110000000
2009/4/15,sz50,1943.35,1938.77,1950.77,1905.1,4540000000
2009/4/16,sz50,1943.21,1945.12,1958.75,1907.43,4590000000
2009/4/17,sz50,1920.31,1933.5,1951.66,1908.08,3690000000
2009/4/20,sz50,1956.78,1915.99,1958.33,1913.8,3610000000
2009/4/21,sz50,1930.57,1926.47,1945.93,1903.87,4120000000
2009/4/22,sz50,1874.75,1941.17,1967.27,1867.42,5230000000
2009/4/23,sz50,1876.42,1859.12,1882.71,1850.25,3260000000
2009/4/24,sz50,1860.75,1886.15,1888.1,1857.78,2810000000
2009/4/27,sz50,1827.47,1858.86,1866.14,1815.82,3110000000
2009/4/28,sz50,1826.14,1810.24,1837.48,1805.78,2560000000
2009/4/29,sz50,1901.07,1827,1910.45,1822.93,3870000000
2009/4/30,sz50,1895.7,1903.23,1910.03,1884.53,3630000000
2009/5/4,sz50,1957.94,1903.08,1959.82,1900.04,4710000000
2009/5/5,sz50,1960.98,1971.74,1986.59,1952.09,4240000000
2009/5/6,sz50,1980.2,1960.88,1989.09,1951.76,4440000000
2009/5/7,sz50,1991.17,1992.35,2015.9,1971.04,5200000000
2009/5/8,sz50,2022.95,1982.55,2027.92,1973.47,4670000000
2009/5/11,sz50,2000.78,2040.18,2086.54,2000.53,5970000000
2009/5/12,sz50,2035.98,1985.39,2037.29,1980.09,3900000000
2009/5/13,sz50,2053.8,2037.8,2059.17,2019.12,4850000000
2009/5/14,sz50,2021.56,2025.54,2033.93,2002.54,3500000000
2009/5/15,sz50,2022.3,2028.73,2039.38,2010.14,2350000000
2009/5/18,sz50,2029.06,2011.23,2030.5,1985.68,3330000000
2009/5/19,sz50,2050.05,2051.57,2059.15,2038.28,4090000000
2009/5/20,sz50,2019.41,2051.67,2053.34,2018.9,3550000000
2009/5/21,sz50,1972.47,2004.77,2016.31,1963.36,3800000000
2009/5/22,sz50,1967.66,1959.31,1980.68,1951.74,2360000000
2009/5/25,sz50,1970.98,1930.84,1978.94,1927.03,2770000000
2009/5/26,sz50,1945.5,1976.61,1978.65,1945.02,2370000000
2009/5/27,sz50,1991.29,1954.67,2000.38,1949.87,3250000000
2009/6/1,sz50,2076.88,2021.73,2082.88,2021.73,5730000000
2009/6/2,sz50,2074.76,2091.72,2101.84,2069.5,5080000000
2009/6/3,sz50,2149.58,2075.93,2150.13,2075.93,5330000000
2009/6/4,sz50,2174.01,2138.63,2182.67,2131.42,6250000000
2009/6/5,sz50,2160.42,2183.04,2191.19,2159.78,4490000000
2009/6/8,sz50,2186.47,2161.1,2214.43,2143.41,4710000000
2009/6/9,sz50,2197.14,2186.13,2198.39,2145.16,4460000000
2009/6/10,sz50,2212.19,2201.84,2224.63,2197.28,4640000000
2009/6/11,sz50,2196.73,2207.2,2227.66,2189.22,3700000000
2009/6/12,sz50,2156.53,2192.1,2212.66,2138.64,3520000000
